design,design_name,run_dir,clock_period_ns,target_fmax_mhz,estimated_critical_path_ns,estimated_fmax_mhz,paper_area_um2,instance_area_um2,stdcell_area_um2,core_area_um2,die_area_um2,utilization,instance_count,stdcell_count,total_power_mw,internal_power_mw,switching_power_mw,leakage_power_mw,energy_per_op_at_target_pj,energy_per_op_estimated_pj,area_delay_product_um2_ns,power_delay_product_mw_ns,fmax_per_area_mhz_per_um2,setup_ws_ns,hold_ws_ns,setup_violations,hold_violations,max_slew_violations,max_cap_violations,max_fanout_violations,magic_drc_errors,klayout_drc_errors,route_drc_errors,lvs_errors,antenna_violations,antenna_violating_nets,antenna_violating_pins,timing_clean,drc_clean,lvs_clean,antenna_clean,synthesis_clean,signoff_clean,lint_errors,lint_warnings,inferred_latches,unmapped_cells,synthesis_check_errors,final_wirelength_um,estimated_wirelength_um,max_wirelength_um,vias,nets,special_nets,sequential_cell_count,multi_input_comb_cell_count,inverter_count,timing_repair_buffer_count,clock_buffer_count,clock_inverter_count,setup_buffer_count,hold_buffer_count,antenna_diode_count,pdk,std_cell_library,openlane_version,metrics_path,design_violations,flow_errors,flow_warnings,fp_core_util,hold_r2r_ws_ns,hold_tns_ns,hold_wns_ns,hold_ws_ff_ns,hold_ws_ss_ns,hold_ws_tt_ns,internal_power_w,leakage_power_w,lvs_device_differences,lvs_net_differences,lvs_unmatched_devices,lvs_unmatched_nets,lvs_unmatched_pins,setup_r2r_ws_ns,setup_tns_ns,setup_wns_ns,setup_ws_ff_ns,setup_ws_ss_ns,setup_ws_tt_ns,switching_power_w,total_power_w,xor_differences
default_mul,mul,runs/recent,30.0,33.333333333333336,20.146722416147348,49.63586529581171,48022.3,48022.3,48022.3,139703,153177,0.343746,7682,7682,8.037334308028221,3.4893807023763657,4.547902382910252,5.109837175609755e-05,241.12002924084663,161.9259432696223,967491.9478849529,161.9259432696223,0.0010336003335078019,9.85327758385265,0.3073833496961708,0,0,0,0,0,0,0,0,0,0,0,0,PASS,PASS,PASS,PASS,PASS,PASS,0,441,0,0,0,141899,114989,1620.57,43863,5788,2,65,5453,59,134,9,7,,,9,sky130A,sky130_fd_sc_hd,2.3.10,runs/recent/final/metrics.json,0,0,1,,0.307383,0,0,0.3073833496961708,0.8370002705613587,0.4991952548178407,0.0034893807023763657,5.109837175609755e-08,0,0,0,0,0,26.692472,0,0,23.57821027380432,9.85327758385265,20.07511902423828,0.004547902382910252,0.008037334308028221,0
